order_id,order_ts,amount,payment_id,method,payment_status,dispute_status,dispute_opened_at
ORD-000281,2026-08-24T10:52:27,657.99,pay_SYN00000000281,NETBANKING,CAPTURED,,
ORD-000282,2026-08-24T11:26:07,8984.75,pay_SYN00000000282,UPI,CAPTURED,,
ORD-000283,2026-08-24T12:09:31,2740.00,pay_SYN00000000283,UPI,CAPTURED,,
ORD-000284,2026-08-24T12:49:25,3669.25,pay_SYN00000000284,WALLET,CAPTURED,OPEN,2026-08-25T12:49:25
ORD-000285,2026-08-24T12:52:23,7177.00,pay_SYN00000000285,UPI,CAPTURED,,
ORD-000286,2026-08-24T14:10:44,3235.00,pay_SYN00000000286,UPI,CAPTURED,,
ORD-000287,2026-08-24T15:44:18,6646.50,pay_SYN00000000287,CARD,CAPTURED,,
ORD-000288,2026-08-25T09:03:53,1966.00,pay_SYN00000000288,UPI,CAPTURED,,
ORD-000289,2026-08-25T10:27:48,1614.25,pay_SYN00000000289,UPI,CAPTURED,OPEN,2026-08-26T10:27:48
ORD-000290,2026-08-25T13:11:29,4714.25,pay_SYN00000000290,WALLET,CAPTURED,,
ORD-000291,2026-08-25T15:19:04,5420.00,pay_SYN00000000291,UPI,CAPTURED,,
ORD-000292,2026-08-25T16:02:08,8571.00,pay_SYN00000000292,UPI,CAPTURED,LOST,2026-08-26T16:02:08
ORD-000293,2026-08-25T16:19:54,551.00,pay_SYN00000000293,CARD,CAPTURED,,
ORD-000294,2026-08-25T17:08:27,9268.75,pay_SYN00000000294,CARD,CAPTURED,,
ORD-000295,2026-08-25T19:11:30,7174.99,pay_SYN00000000295,UPI,CAPTURED,,
ORD-000296,2026-08-26T09:21:02,8665.75,pay_SYN00000000296,UPI,CAPTURED,,
ORD-000297,2026-08-26T11:18:57,6961.50,pay_SYN00000000297,CARD,CAPTURED,,
ORD-000298,2026-08-26T11:33:15,4281.00,pay_SYN00000000298,UPI,CAPTURED,,
ORD-000299,2026-08-26T14:25:06,6221.25,pay_SYN00000000299,CARD,CAPTURED,,
ORD-000300,2026-08-26T15:02:10,6465.00,pay_SYN00000000300,NETBANKING,CAPTURED,,
